"","t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","accuracy"
"iRep=99",2,2,2,2,3,1,3,3,1,1,3,1,3,2,2,2,2,2,3,2,2,2,3,1,3,2,2,2,2,2,3,1,1,3,1,3,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,3,2,2,2,3,1,3,1,3,0.55
"iRep=100",2,3,1,2,3,1,3,1,2,2,3,1,2,3,1,2,2,3,1,3,1,3,1,2,2,3,1,2,2,3,1,2,3,1,2,2,3,1,2,1,2,2,3,1,2,3,1,2,3,1,2,3,1,3,1,2,2,3,1,2,0.566666666666667
"iRep=101",2,1,3,2,3,3,2,2,2,3,2,3,3,2,1,2,1,3,2,3,2,2,3,2,3,2,2,3,3,1,3,2,2,2,3,2,2,3,3,3,2,1,3,3,2,1,3,3,2,2,3,1,3,3,2,1,3,2,2,3,0.516666666666667
"iRep=102",3,1,1,3,1,1,1,3,3,3,3,2,3,3,3,3,3,1,3,3,1,3,2,2,1,3,2,2,2,1,3,1,3,3,2,1,3,3,2,2,2,3,3,1,3,1,3,3,2,2,1,3,3,3,3,3,1,1,3,1,0.833333333333333
"iRep=103",2,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,1,2,1,3,1,3,1,3,3,1,3,3,1,3,1,3,3,1,3,3,3,1,2,2,2,1,3,3,3,3,1,3,3,1,3,1,0.75
"iRep=104",3,3,2,3,1,3,3,2,1,3,3,1,3,2,2,1,1,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,2,3,2,0.466666666666667
"iRep=105",3,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,3,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,0.45
"iRep=106",3,2,1,3,2,2,2,2,2,1,3,2,2,1,3,2,2,2,2,1,3,1,3,2,2,1,3,2,1,3,2,1,3,2,2,1,3,2,1,3,2,2,1,3,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,0.583333333333333
"iRep=107",1,3,3,3,3,2,1,2,1,2,1,2,1,2,1,2,1,3,3,3,2,1,2,1,2,1,2,1,2,1,1,2,1,3,2,1,1,2,1,2,1,3,3,2,1,2,1,3,2,1,2,1,3,3,3,2,1,3,2,1,0.55
"iRep=108",3,1,3,2,3,3,2,2,3,1,3,2,3,1,2,3,3,3,1,3,3,1,2,3,2,3,1,2,3,1,2,2,3,2,3,3,3,2,3,1,1,1,2,3,1,2,2,3,1,2,1,2,3,2,3,3,1,3,1,3,0.65
"iRep=109",3,2,1,3,3,2,1,3,2,1,3,3,3,1,3,3,1,3,1,3,1,3,1,3,1,3,2,1,3,3,2,1,3,1,3,2,1,3,2,1,3,2,1,3,2,1,3,1,3,3,2,1,3,1,3,1,3,2,1,3,0.8
"iRep=110",1,3,2,2,1,3,1,3,1,3,1,3,2,1,3,1,3,2,2,1,3,1,3,1,3,1,3,2,2,2,1,3,1,3,2,2,2,1,3,1,3,1,3,2,2,2,2,1,3,1,3,1,3,1,3,2,2,2,2,1,0.566666666666667
"iRep=111",3,1,3,2,1,1,3,2,1,2,1,1,2,1,3,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,3,1,1,2,1,2,1,3,2,1,2,1,3,1,3,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,0.533333333333333
"iRep=112",3,1,3,1,1,1,2,2,2,1,1,3,3,3,3,1,3,1,3,1,1,3,1,3,1,3,1,3,3,3,1,2,1,3,1,3,3,3,1,3,3,1,1,3,1,1,3,3,1,3,3,3,1,1,3,1,3,1,1,3,0.733333333333333
"iRep=113",3,3,3,1,3,1,2,1,2,1,3,1,3,3,1,2,1,3,3,3,3,1,3,3,3,3,3,3,1,2,2,2,1,2,1,3,1,3,3,1,2,2,1,3,1,2,2,1,3,3,3,3,1,3,3,3,3,3,3,1,0.8
"iRep=114",2,1,1,3,2,1,3,3,3,3,3,3,3,3,2,1,1,3,2,1,3,2,1,3,3,2,2,1,3,3,3,3,2,2,1,3,3,3,2,1,3,2,1,3,2,2,1,3,3,3,3,3,3,3,3,3,3,2,1,1,0.616666666666667
"iRep=115",1,2,1,2,3,3,1,2,1,2,3,1,2,1,2,1,2,3,1,2,3,1,2,1,2,3,3,1,2,1,2,3,3,3,1,2,3,3,3,1,1,2,3,1,2,1,2,3,1,2,3,1,2,1,2,1,2,3,3,1,0.6
"iRep=116",2,3,1,3,1,2,2,3,1,2,3,1,3,1,3,1,3,1,2,3,1,2,3,1,3,1,2,2,3,1,2,3,1,2,2,3,1,2,3,1,2,3,3,3,1,3,1,2,1,2,2,3,1,2,1,2,3,1,2,3,0.6
"iRep=117",1,3,1,1,3,1,3,1,1,2,2,1,3,3,2,1,1,3,1,3,2,1,3,1,1,2,2,1,3,3,1,3,3,3,3,1,3,1,3,2,1,1,3,1,1,3,1,2,2,1,1,2,1,3,3,2,1,3,2,1,0.566666666666667
"iRep=118",3,1,2,3,1,2,3,3,3,3,3,1,2,3,3,3,2,3,1,2,3,2,3,2,3,1,2,3,1,2,3,3,3,3,3,3,3,1,2,3,1,2,3,2,3,3,3,3,2,3,3,3,1,2,3,3,1,2,3,1,0.6
"iRep=119",2,1,3,1,3,3,1,1,3,1,3,3,3,3,1,2,1,1,3,3,1,3,1,3,1,3,3,1,1,2,1,3,1,2,1,3,3,3,1,2,1,3,3,3,1,3,3,3,1,1,3,1,3,1,3,3,3,3,1,1,0.683333333333333
"iRep=120",2,1,1,1,3,3,1,3,1,3,3,2,1,3,3,2,1,3,2,1,1,3,2,1,2,1,3,3,3,2,3,2,1,2,3,2,1,3,1,3,2,1,1,3,3,2,1,2,1,2,1,3,2,3,2,3,3,2,3,1,0.766666666666667
"iRep=121",3,1,3,3,1,2,2,2,2,3,1,3,3,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,3,1,3,1,2,2,2,2,0.483333333333333
"iRep=122",1,3,1,3,2,2,2,1,3,2,2,1,3,1,3,3,3,1,3,3,2,2,1,3,1,3,3,1,3,3,1,1,3,3,2,2,1,1,3,1,3,1,3,2,2,2,2,2,2,1,3,3,3,1,1,3,2,2,2,2,0.683333333333333
"iRep=123",3,3,3,1,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,2,2,2,2,2,2,2,1,3,1,3,1,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,1,3,1,3,1,3,1,3,0.566666666666667
"iRep=124",2,3,1,3,1,3,1,2,2,3,1,1,3,1,2,3,3,1,3,1,2,3,1,3,1,2,2,3,1,3,1,3,1,2,3,1,2,2,2,3,1,1,3,1,2,3,1,2,3,1,3,3,1,2,3,1,1,3,1,1,0.633333333333333
"iRep=125",1,2,3,1,2,3,1,2,2,3,1,2,2,3,1,2,3,1,2,2,3,1,2,3,3,3,3,1,2,2,3,1,2,3,1,3,1,2,3,3,1,1,2,2,3,1,2,3,3,1,2,2,3,1,2,3,1,3,1,2,0.65
"iRep=126",2,2,2,1,3,1,1,1,3,3,3,1,3,1,3,1,3,1,3,2,2,3,3,1,3,3,2,2,2,2,2,1,3,1,3,3,3,3,1,1,3,1,3,3,1,3,3,3,1,1,3,1,3,1,1,1,1,1,3,1,0.716666666666667
"iRep=127",2,3,1,3,1,3,1,3,1,3,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,3,1,3,1,1,3,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.416666666666667
"iRep=128",3,1,2,2,2,2,2,2,1,1,3,1,3,1,3,1,1,3,1,3,1,2,1,2,1,2,1,3,3,3,1,3,1,2,2,2,1,3,1,1,3,3,1,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,3,3,0.533333333333333
"iRep=129",3,1,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,3,1,3,3,1,3,1,1,3,1,1,3,1,3,1,3,1,1,3,1,3,1,3,1,3,1,3,3,1,3,1,0.566666666666667
"iRep=130",1,3,3,1,3,2,1,2,3,1,3,2,1,1,3,3,2,3,3,3,3,3,3,2,1,3,1,3,1,3,1,1,2,1,2,3,3,1,3,1,2,2,1,2,3,1,3,1,2,1,3,3,1,3,1,2,3,3,3,1,0.633333333333333
"iRep=131",2,3,1,1,2,1,1,3,1,3,3,3,1,2,3,1,2,1,1,1,3,3,3,3,1,2,3,3,3,3,1,3,1,3,1,3,3,1,2,1,1,2,3,1,3,1,2,1,2,3,1,2,3,3,3,3,3,1,3,1,0.683333333333333
"iRep=132",3,2,1,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,3,2,1,2,1,3,2,1,1,3,1,3,2,2,2,2,0.45
"iRep=133",2,2,1,3,1,3,2,2,2,2,1,3,2,1,3,1,3,2,2,2,2,2,2,1,3,2,2,2,1,3,1,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,0.383333333333333
"iRep=134",3,3,3,1,1,3,1,1,1,3,1,3,1,3,3,1,3,1,3,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,3,3,1,3,1,3,1,3,1,1,3,3,1,3,1,3,1,1,3,0.683333333333333
"iRep=135",1,3,2,1,1,2,1,3,1,3,2,1,3,1,3,1,2,1,3,1,3,2,1,3,1,3,2,1,3,3,2,1,2,1,3,2,1,2,1,3,2,1,3,2,1,3,2,1,2,1,3,3,2,1,3,2,1,3,1,3,0.733333333333333
"iRep=136",3,2,1,2,1,3,2,3,2,1,2,3,2,3,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,3,3,2,1,3,2,3,2,1,2,1,2,1,3,2,1,2,3,2,3,2,3,2,1,2,3,2,1,2,0.466666666666667
"iRep=137",2,1,2,3,2,3,3,3,2,3,2,2,2,1,3,2,3,3,1,3,1,3,2,1,2,3,2,1,3,2,1,3,1,3,1,2,3,1,3,2,2,3,3,1,2,3,2,1,3,2,3,1,2,3,3,2,3,1,2,3,0.65
"iRep=138",2,2,2,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,1,1,3,3,1,3,2,2,2,3,3,1,3,3,3,1,3,1,3,1,3,3,3,3,1,3,3,3,1,3,3,0.683333333333333
"iRep=139",3,3,3,3,3,3,2,1,3,2,1,3,2,1,3,2,1,3,3,3,2,1,3,3,3,2,3,3,2,1,3,2,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,2,3,3,3,2,1,3,3,3,3,2,1,0.65
"iRep=140",2,2,2,2,3,3,3,1,3,3,3,3,3,3,3,1,2,2,2,2,2,1,3,3,1,2,2,2,1,3,1,3,3,1,3,3,3,1,2,1,3,3,1,3,3,2,2,2,1,3,3,1,2,2,1,2,2,1,3,1,0.5
"iRep=141",1,3,3,1,3,1,3,1,2,2,2,3,3,1,3,3,2,2,2,2,1,3,1,3,3,1,3,3,1,3,1,3,3,3,1,3,3,3,2,2,2,2,1,3,1,3,3,3,1,3,1,3,1,3,1,2,2,2,2,2,0.666666666666667
"iRep=142",3,3,3,3,1,2,1,2,1,3,3,3,3,1,2,1,3,3,2,1,2,1,3,3,1,3,3,3,3,2,1,3,3,3,3,1,2,1,3,1,3,3,3,3,3,3,3,2,1,2,2,2,1,2,1,3,2,1,2,1,0.633333333333333
"iRep=143",2,2,1,3,2,1,3,3,2,1,3,3,2,1,3,3,2,1,3,3,3,2,1,3,3,2,1,3,2,1,3,3,3,2,1,3,3,2,1,3,3,2,1,3,2,1,3,3,3,2,1,3,2,1,3,3,2,1,3,3,0.616666666666667
"iRep=144",3,1,2,1,2,3,1,2,3,1,2,1,2,3,1,2,3,1,2,3,1,2,3,1,2,1,2,1,2,3,1,2,3,3,1,2,3,1,2,1,2,1,2,3,1,2,1,2,1,2,3,1,2,1,2,3,1,2,3,1,0.55
"iRep=145",2,1,2,1,3,3,1,2,1,2,1,3,3,3,3,3,2,1,2,1,3,3,1,3,3,1,2,1,3,3,3,1,3,1,2,1,2,1,2,1,2,1,3,2,1,3,1,3,3,3,2,1,2,1,3,3,2,1,3,3,0.65
"iRep=146",3,1,3,1,3,2,2,2,2,2,2,2,2,1,3,1,3,2,2,2,2,2,3,2,3,2,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,0.466666666666667
"iRep=147",3,1,2,3,2,3,3,3,3,3,1,2,3,3,1,2,2,3,3,3,3,1,2,3,3,1,2,3,2,3,1,2,3,3,2,3,3,3,3,3,1,2,2,3,3,1,2,2,2,3,3,1,2,2,2,3,3,1,2,3,0.566666666666667
"iRep=148",3,3,3,1,3,3,3,3,1,3,1,3,1,2,2,2,2,3,3,1,2,3,3,3,3,1,3,3,1,2,2,3,3,3,3,1,2,2,2,3,1,2,3,1,3,3,1,3,3,3,3,3,1,1,3,1,3,1,3,3,0.683333333333333
"iRep=149",1,2,3,1,2,3,3,1,3,3,1,3,1,3,1,2,3,1,2,3,1,3,1,2,3,1,3,3,1,2,3,1,2,3,3,3,1,2,2,3,1,2,3,1,3,1,2,3,1,3,1,2,3,1,3,1,2,3,3,3,0.716666666666667
"iRep=150",3,1,3,2,2,1,3,2,2,2,1,3,1,3,2,2,1,3,2,2,1,3,2,2,2,1,3,3,1,3,2,1,3,3,1,3,3,2,2,2,1,3,3,1,3,3,1,3,2,1,3,3,3,3,3,2,1,3,2,2,0.766666666666667
"iRep=151",3,1,3,3,3,3,1,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,3,1,3,2,2,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,0.5
"iRep=152",1,3,2,2,1,3,2,2,2,1,1,3,2,1,3,2,2,1,1,3,2,1,2,2,1,3,2,2,2,2,2,1,3,2,2,2,1,3,2,2,2,2,1,3,2,2,2,1,2,1,3,2,2,1,2,1,3,2,2,1,0.516666666666667
"iRep=153",1,3,3,3,3,1,2,2,2,1,3,3,2,2,1,3,1,3,3,3,1,3,3,3,3,2,2,2,2,2,2,1,3,1,3,1,3,3,3,3,3,3,3,2,2,2,2,2,2,1,3,1,3,2,2,2,2,2,1,3,0.566666666666667
"iRep=154",3,3,1,3,1,3,3,1,3,1,3,3,1,3,1,1,3,3,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,3,1,3,3,3,3,1,2,2,2,0.55
"iRep=155",2,1,3,3,3,1,1,1,2,2,2,1,3,3,3,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,2,1,1,3,3,1,2,1,3,3,2,1,3,1,3,2,1,3,3,1,3,1,3,1,3,3,3,1,3,0.783333333333333
"iRep=156",3,1,2,2,2,3,1,2,2,2,2,3,1,3,1,3,3,1,2,3,3,1,3,1,2,3,1,2,2,2,2,2,3,1,3,1,3,1,3,1,2,3,1,3,1,3,3,1,2,2,2,2,2,2,2,2,3,1,2,2,0.683333333333333
"iRep=157",2,2,1,2,3,3,2,3,2,3,2,3,1,3,2,3,3,2,1,1,3,1,2,2,2,2,3,1,2,3,1,2,2,3,3,1,3,2,2,3,1,3,2,2,3,1,3,1,2,3,3,1,3,2,3,3,3,3,1,3,0.566666666666667
"iRep=158",3,1,3,3,1,3,3,1,3,1,3,1,3,1,3,3,1,3,1,3,3,1,3,3,3,1,3,3,1,3,1,3,1,3,3,1,3,3,1,3,1,3,1,3,1,3,1,2,2,2,2,2,2,2,2,3,3,3,1,3,0.583333333333333
"iRep=159",3,1,3,3,3,1,1,3,1,3,1,3,1,1,1,3,1,3,3,3,3,3,3,1,3,1,3,1,2,1,3,1,3,1,2,1,2,1,1,2,1,2,1,3,3,1,2,1,3,1,2,1,3,1,1,3,3,2,1,1,0.55
"iRep=160",2,3,1,2,3,1,2,3,2,3,2,3,2,3,1,1,1,2,3,1,1,2,3,2,3,1,1,1,2,3,2,3,1,1,2,3,1,1,2,3,2,3,2,3,2,3,1,1,2,3,1,2,3,2,3,1,2,3,1,2,0.6
"iRep=161",3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1,3,0.566666666666667
"iRep=162",1,2,1,2,1,3,3,3,1,3,3,1,2,3,2,3,2,3,2,3,1,1,3,3,1,1,3,2,1,3,1,1,1,2,3,1,2,3,1,3,3,1,3,1,2,3,1,3,2,3,2,3,1,3,1,2,3,2,3,1,0.65
"iRep=163",3,3,2,1,3,3,2,2,1,3,3,1,3,3,2,2,1,3,2,1,2,1,3,1,3,2,1,3,1,3,2,1,3,2,1,3,2,2,1,2,2,1,3,2,1,2,1,3,1,3,3,3,2,1,3,3,1,3,2,1,0.533333333333333
"iRep=164",1,3,3,3,1,3,1,3,3,1,2,1,2,1,2,1,2,1,2,1,3,3,3,1,2,1,2,1,2,3,3,2,1,3,3,3,3,3,1,2,1,2,1,2,1,2,3,1,2,1,3,1,2,1,3,3,3,1,2,1,0.566666666666667
"iRep=165",2,1,2,3,3,1,1,2,1,2,3,1,2,1,2,1,3,1,2,3,3,1,2,3,1,1,2,3,1,2,3,2,1,3,1,1,1,2,3,1,2,3,2,3,1,2,3,1,2,3,3,1,1,1,2,3,1,1,1,2,0.616666666666667
"iRep=166",3,1,3,1,3,2,2,2,1,3,2,2,2,2,2,1,3,1,3,3,1,3,1,3,1,3,1,3,2,2,2,2,2,2,2,2,1,3,1,3,2,2,2,1,3,2,2,2,2,1,3,1,1,3,2,2,2,2,1,3,0.583333333333333
"iRep=167",3,3,3,2,1,2,2,2,1,1,2,1,2,3,2,1,2,1,2,2,1,2,1,3,3,3,3,3,3,1,2,2,1,3,1,3,1,2,1,3,1,1,3,2,1,3,3,3,1,3,3,2,1,3,1,3,1,3,1,2,0.7
"iRep=168",3,3,3,3,3,3,1,3,3,3,3,1,2,2,2,3,3,3,1,3,3,1,3,3,3,1,3,3,3,3,3,3,1,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,3,1,3,1,0.616666666666667
"iRep=169",3,2,1,1,1,3,2,1,1,1,3,2,1,2,1,3,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,3,2,1,1,2,1,2,1,3,2,1,1,1,1,3,2,1,1,2,1,1,1,1,0.466666666666667
"iRep=170",1,3,3,3,1,2,2,3,1,3,1,3,3,1,3,1,2,2,3,3,3,1,3,1,3,1,1,2,3,1,3,3,1,3,1,3,1,1,2,3,1,2,3,1,2,2,2,2,2,3,1,3,1,3,1,3,1,2,2,2,0.716666666666667
"iRep=171",3,1,1,2,3,3,1,1,1,1,1,2,3,3,1,1,2,3,1,1,2,3,1,2,3,1,2,3,1,2,3,3,1,1,1,2,3,1,1,2,3,1,2,3,1,2,3,3,1,3,1,2,3,1,3,1,2,3,3,1,0.666666666666667
"iRep=172",2,3,3,1,3,1,2,3,1,2,3,3,1,2,3,3,1,1,2,3,1,3,1,2,3,1,3,3,1,2,3,3,3,3,3,3,1,2,1,2,3,1,2,3,1,2,3,3,1,3,3,3,1,1,1,2,3,1,2,3,0.7
"iRep=173",3,3,2,1,2,3,2,2,1,2,3,2,1,1,2,1,2,1,2,1,2,2,3,1,2,1,2,3,2,2,2,2,2,3,1,2,2,3,1,3,2,1,2,1,1,3,2,1,2,2,2,1,3,1,2,1,1,2,1,1,0.616666666666667
"iRep=174",3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,2,3,1,2,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,0.433333333333333
"iRep=175",3,3,2,1,3,3,1,3,2,1,3,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,2,1,3,2,1,3,2,1,2,1,3,1,3,2,1,3,2,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3,1,3,0.566666666666667
"iRep=176",3,3,3,3,3,3,3,3,2,3,3,3,2,1,2,3,2,1,2,3,3,2,1,2,3,2,1,2,3,3,2,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,2,0.6
"iRep=177",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,3,3,3,1,3,1,3,3,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,1,3,3,1,3,3,1,3,3,0.616666666666667
"iRep=178",1,2,3,3,2,3,3,2,3,3,2,3,2,3,3,2,1,2,3,2,3,2,3,2,3,1,3,3,1,1,3,2,3,2,1,1,1,3,2,3,3,2,3,1,3,3,2,3,3,3,2,3,2,3,2,3,1,3,2,1,0.566666666666667
"iRep=179",3,1,3,3,3,3,1,3,1,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,1,3,3,1,3,3,1,3,3,1,3,3,1,2,2,2,2,2,1,3,3,1,3,3,1,3,1,1,3,3,1,3,3,0.666666666666667
"iRep=180",3,3,3,1,2,2,2,2,1,3,1,3,2,2,1,3,3,3,3,3,3,2,2,2,2,1,1,3,3,3,3,3,3,1,3,3,2,2,2,2,1,1,1,3,3,3,1,2,2,1,2,1,1,3,2,2,2,1,3,3,0.716666666666667
"iRep=181",3,2,2,2,1,2,2,1,2,2,2,1,1,3,3,1,1,3,3,1,3,3,1,1,2,2,1,1,1,3,1,2,2,1,2,2,1,3,3,1,2,1,3,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,0.6
"iRep=182",1,3,1,3,1,3,3,3,1,2,2,1,3,3,1,3,3,3,1,3,3,1,3,3,1,3,1,3,1,3,1,3,3,3,3,3,1,3,3,1,3,1,3,3,3,3,1,2,2,2,2,2,2,1,3,1,3,1,3,3,0.683333333333333
"iRep=183",1,1,3,2,1,1,3,2,1,1,1,1,3,2,1,1,3,1,3,2,1,1,3,2,2,1,1,3,2,1,3,1,3,1,3,2,1,1,1,3,2,2,1,1,1,1,3,2,1,3,2,2,1,3,1,1,3,1,3,2,0.65
"iRep=184",2,1,3,3,3,3,1,3,1,3,3,3,3,3,1,2,2,1,3,3,3,3,3,1,3,3,3,3,3,3,1,3,1,3,3,3,3,3,1,3,1,3,3,3,3,1,3,1,3,1,3,3,3,3,2,2,2,3,3,3,0.716666666666667
"iRep=185",3,1,3,1,3,1,2,3,1,2,3,1,2,3,1,2,3,3,3,1,3,1,3,1,3,1,3,1,2,3,1,2,3,1,3,1,2,3,3,1,2,3,1,2,3,3,3,1,3,1,2,2,3,3,3,1,2,3,1,2,0.616666666666667
"iRep=186",3,3,2,1,2,1,2,1,3,3,3,2,1,3,1,3,3,2,1,3,3,2,2,2,2,2,1,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,1,3,2,1,3,3,2,1,3,2,2,1,3,2,2,2,1,3,0.733333333333333
"iRep=187",2,3,3,3,1,3,3,3,3,3,1,2,2,1,3,3,3,1,3,3,1,3,1,3,1,2,2,2,2,2,2,3,3,3,1,3,1,3,1,3,3,1,3,3,1,3,1,3,1,3,3,1,3,3,3,1,3,1,3,1,0.7
"iRep=188",3,1,3,1,2,2,2,2,3,3,3,3,3,1,2,2,3,3,1,2,2,2,2,3,3,3,1,2,3,3,1,2,2,3,3,1,2,2,2,2,2,2,3,1,2,2,2,2,3,3,3,3,1,2,2,2,2,2,2,2,0.516666666666667
"iRep=189",2,3,3,3,1,3,1,3,3,1,3,3,1,3,1,3,3,3,3,3,1,2,2,3,1,3,3,3,1,3,1,2,3,3,1,3,3,3,1,2,3,3,1,2,3,3,1,3,3,1,2,2,2,3,3,3,1,3,1,2,0.766666666666667
"iRep=190",2,2,2,3,3,3,1,3,1,3,3,2,2,2,3,3,3,3,3,3,3,1,3,3,1,3,1,3,2,2,3,3,3,1,3,1,3,3,1,3,3,3,3,1,1,3,1,3,3,1,3,3,3,3,2,2,2,2,3,1,0.716666666666667
"iRep=191",2,3,1,3,1,3,1,1,1,2,3,1,2,3,1,2,2,2,3,1,1,2,2,2,2,2,2,3,1,2,2,3,1,2,2,3,1,3,2,2,2,3,1,2,3,1,3,2,3,1,3,1,2,2,3,1,2,2,3,1,0.633333333333333
"iRep=192",1,2,3,1,2,3,1,2,2,3,1,2,2,2,3,1,3,1,2,3,1,1,2,2,2,2,3,1,2,3,1,1,3,1,1,1,3,1,2,2,2,2,3,1,2,2,2,2,3,1,2,3,1,3,1,2,3,1,3,1,0.5
"iRep=193",2,3,1,2,3,3,1,3,3,2,3,1,2,1,3,1,2,1,3,1,2,1,2,3,1,3,1,2,1,3,2,1,2,3,3,1,3,3,1,3,1,3,1,3,3,2,1,3,1,2,3,1,2,3,2,1,2,3,2,3,0.683333333333333
"iRep=194",3,1,1,2,3,1,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,2,3,3,1,1,2,3,2,3,3,2,3,1,1,1,2,3,2,3,2,3,3,3,3,3,3,3,2,0.566666666666667
"iRep=195",1,1,3,2,3,2,3,2,3,2,1,3,2,2,3,2,2,3,2,2,1,1,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,1,3,2,3,2,3,3,2,1,3,2,3,3,2,1,2,2,1,3,2,3,2,1,0.55
"iRep=196",1,3,2,1,3,2,2,2,1,3,2,2,2,1,3,2,1,3,2,1,1,3,3,2,1,3,3,2,1,1,1,3,2,2,1,3,3,3,2,2,1,3,2,1,3,2,1,1,3,2,2,1,3,2,2,2,1,3,2,2,0.5
"iRep=197",2,2,1,3,2,2,1,3,2,2,1,3,2,2,1,3,2,2,1,3,2,1,3,2,2,1,3,1,3,2,2,2,1,3,2,1,3,2,1,3,2,2,2,1,3,2,1,3,2,1,1,3,2,2,2,2,2,2,2,1,0.483333333333333
"iRep=198",1,2,3,1,2,3,1,3,1,3,1,2,3,1,3,2,3,1,2,3,1,3,2,3,2,3,3,2,1,2,3,2,3,2,1,3,3,1,2,1,2,1,2,1,3,2,1,3,1,3,3,1,3,1,3,1,2,1,3,3,0.733333333333333
"iRep=199",2,1,1,2,1,2,3,2,1,2,1,2,1,2,3,2,3,2,1,2,1,2,2,1,1,1,2,3,2,2,3,2,2,1,2,2,1,2,1,2,1,1,2,2,3,2,3,1,1,1,1,2,1,1,2,1,2,3,2,1,0.45
"iRep=200",2,1,1,2,2,2,1,2,2,1,2,3,3,1,2,1,3,3,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,3,2,2,1,2,2,2,1,2,1,2,1,1,3,1,2,2,1,2,0.5
